ecoregion;metierl4;species;model;bpue;lwr;upr;replicates;base_model_heterogeneity;alternative_models_flag
"celtic seas";"ltl";"rajella fyllae";"none";NA;NA;NA;1;NA;FALSE
"celtic seas";"fpo";"rajella fyllae";"none";NA;NA;NA;3;NA;FALSE
"celtic seas";"sdn";"rajella fyllae";"none";NA;NA;NA;2;NA;FALSE
"oceanic northeast atlantic";"lld";"rajella fyllae";"none";NA;NA;NA;1;NA;FALSE
"oceanic northeast atlantic";"otb";"rajella fyllae";"none";NA;NA;NA;15;NA;FALSE
"oceanic northeast atlantic";"otm";"rajella fyllae";"none";NA;NA;NA;10;NA;FALSE
"greenland sea";"otb";"rajella lintea";"n_ind ~ 1";0.00594520190225104;0.00108346515905188;0.0326225770743376;21;FALSE;FALSE
"greenland sea";"otm";"rajella lintea";"none";NA;NA;NA;3;NA;FALSE
"greenland sea";"ott";"rajella lintea";"none";NA;NA;NA;1;NA;FALSE
"barents sea";"otb";"rajella lintea";"none";NA;NA;NA;69;NA;FALSE
"barents sea";"ott";"rajella lintea";"none";NA;NA;NA;3;NA;FALSE
"barents sea";"otm";"rajella lintea";"none";NA;NA;NA;0;NA;FALSE
"barents sea";"gns";"rajella lintea";"none";NA;NA;NA;4;NA;FALSE
"norwegian sea";"otb";"rajella lintea";"none";NA;NA;NA;31;NA;FALSE
"norwegian sea";"ott";"rajella lintea";"none";NA;NA;NA;9;NA;FALSE
"norwegian sea";"otm";"rajella lintea";"none";NA;NA;NA;30;NA;FALSE
"norwegian sea";"gns";"rajella lintea";"n_ind ~ 1";0.000365957594749768;1.30923179692857e-06;0.102292780750683;24;FALSE;FALSE
"norwegian sea";"ptb";"rajella lintea";"none";NA;NA;NA;17;NA;FALSE
"icelandic waters";"gns";"rajella lintea";"none";NA;NA;NA;45;NA;FALSE
"icelandic waters";"otb";"rajella lintea";"n_ind ~ 1";0.00042521028691287;8.6540166990279e-06;0.0208924704428679;47;FALSE;FALSE
"icelandic waters";"lls";"rajella lintea";"none";NA;NA;NA;36;NA;FALSE
"icelandic waters";"drb";"rajella lintea";"none";NA;NA;NA;5;NA;FALSE
"icelandic waters";"otm";"rajella lintea";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"sdn";"rajella lintea";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"lhm";"rajella lintea";"none";NA;NA;NA;7;NA;FALSE
"icelandic waters";"ps";"rajella lintea";"none";NA;NA;NA;3;NA;FALSE
"icelandic waters";"fpo";"rajella lintea";"none";NA;NA;NA;2;NA;FALSE
"faroes";"otb";"rajella lintea";"none";NA;NA;NA;11;NA;FALSE
"faroes";"otm";"rajella lintea";"none";NA;NA;NA;10;NA;FALSE
"faroes";"ptm";"rajella lintea";"none";NA;NA;NA;1;NA;FALSE
"greater north sea";"otb";"rajella lintea";"n_ind ~ 1";0.000723471816867474;2.39201532032303e-05;0.0218816102620463;897;FALSE;TRUE
"greater north sea";"gnd";"rajella lintea";"none";NA;NA;NA;59;NA;FALSE
"greater north sea";"gns";"rajella lintea";"none";NA;NA;NA;397;NA;FALSE
"greater north sea";"ott";"rajella lintea";"n_ind ~ 1";1.95877326604341e-11;2.22044604925031e-16;0.0050883574931322;333;FALSE;TRUE
"greater north sea";"tbb";"rajella lintea";"none";NA;NA;NA;307;NA;FALSE
"greater north sea";"otm";"rajella lintea";"none";NA;NA;NA;214;NA;FALSE
"greater north sea";"lhm";"rajella lintea";"none";NA;NA;NA;44;NA;FALSE
"greater north sea";"gtr";"rajella lintea";"none";NA;NA;NA;220;NA;FALSE
"greater north sea";"ptm";"rajella lintea";"none";NA;NA;NA;26;NA;FALSE
"greater north sea";"sdn";"rajella lintea";"none";NA;NA;NA;52;NA;FALSE
"greater north sea";"fpo";"rajella lintea";"none";NA;NA;NA;80;NA;FALSE
"greater north sea";"lhp";"rajella lintea";"none";NA;NA;NA;43;NA;FALSE
"greater north sea";"lls";"rajella lintea";"none";NA;NA;NA;34;NA;FALSE
"greater north sea";"ps";"rajella lintea";"none";NA;NA;NA;33;NA;FALSE
"greater north sea";"drb";"rajella lintea";"none";NA;NA;NA;34;NA;FALSE
"greater north sea";"ssc";"rajella lintea";"none";NA;NA;NA;47;NA;FALSE
"greater north sea";"ptb";"rajella lintea";"none";NA;NA;NA;29;NA;FALSE
"greater north sea";"ltl";"rajella lintea";"none";NA;NA;NA;11;NA;FALSE
"greater north sea";"fyk";"rajella lintea";"none";NA;NA;NA;10;NA;FALSE
"greater north sea";"mis";"rajella lintea";"none";NA;NA;NA;6;NA;FALSE
"greater north sea";"spr";"rajella lintea";"none";NA;NA;NA;1;NA;FALSE
"greater north sea";"gtn";"rajella lintea";"none";NA;NA;NA;1;NA;FALSE
"celtic seas";"gns";"rajella lintea";"none";NA;NA;NA;239;NA;FALSE
"celtic seas";"otb";"rajella lintea";"none";NA;NA;NA;533;NA;FALSE
"celtic seas";"gnd";"rajella lintea";"none";NA;NA;NA;21;NA;FALSE
"celtic seas";"gtr";"rajella lintea";"none";NA;NA;NA;134;NA;FALSE
"celtic seas";"ott";"rajella lintea";"none";NA;NA;NA;139;NA;FALSE
"celtic seas";"tbb";"rajella lintea";"none";NA;NA;NA;184;NA;FALSE
"celtic seas";"ssc";"rajella lintea";"none";NA;NA;NA;46;NA;FALSE
"celtic seas";"ptm";"rajella lintea";"none";NA;NA;NA;71;NA;FALSE
"celtic seas";"lhp";"rajella lintea";"none";NA;NA;NA;9;NA;FALSE
"celtic seas";"otm";"rajella lintea";"none";NA;NA;NA;128;NA;FALSE
"celtic seas";"ps";"rajella lintea";"none";NA;NA;NA;35;NA;FALSE
"celtic seas";"lls";"rajella lintea";"none";NA;NA;NA;18;NA;FALSE
"celtic seas";"lld";"rajella lintea";"none";NA;NA;NA;0;NA;FALSE
"celtic seas";"drb";"rajella lintea";"none";NA;NA;NA;14;NA;FALSE
"celtic seas";"lhm";"rajella lintea";"none";NA;NA;NA;2;NA;FALSE
"celtic seas";"ptb";"rajella lintea";"none";NA;NA;NA;8;NA;FALSE
"celtic seas";"ltl";"rajella lintea";"none";NA;NA;NA;1;NA;FALSE
"celtic seas";"fpo";"rajella lintea";"none";NA;NA;NA;3;NA;FALSE
"celtic seas";"sdn";"rajella lintea";"none";NA;NA;NA;2;NA;FALSE
"oceanic northeast atlantic";"lld";"rajella lintea";"none";NA;NA;NA;1;NA;FALSE
"oceanic northeast atlantic";"otb";"rajella lintea";"none";NA;NA;NA;15;NA;FALSE
"oceanic northeast atlantic";"otm";"rajella lintea";"none";NA;NA;NA;10;NA;FALSE
"bay of biscay and the iberian coast";"gns";"rhinobatidae";"none";NA;NA;NA;365;NA;FALSE
"bay of biscay and the iberian coast";"gtn";"rhinobatidae";"none";NA;NA;NA;12;NA;FALSE
"bay of biscay and the iberian coast";"gtr";"rhinobatidae";"none";NA;NA;NA;283;NA;FALSE
"bay of biscay and the iberian coast";"ltl";"rhinobatidae";"none";NA;NA;NA;43;NA;FALSE
"bay of biscay and the iberian coast";"lls";"rhinobatidae";"none";NA;NA;NA;128;NA;FALSE
"bay of biscay and the iberian coast";"ptm";"rhinobatidae";"none";NA;NA;NA;121;NA;FALSE
"bay of biscay and the iberian coast";"otb";"rhinobatidae";"none";NA;NA;NA;439;NA;FALSE
"bay of biscay and the iberian coast";"ott";"rhinobatidae";"none";NA;NA;NA;104;NA;FALSE
"bay of biscay and the iberian coast";"ptb";"rhinobatidae";"none";NA;NA;NA;130;NA;FALSE
"bay of biscay and the iberian coast";"gnc";"rhinobatidae";"none";NA;NA;NA;38;NA;FALSE
"bay of biscay and the iberian coast";"gnd";"rhinobatidae";"none";NA;NA;NA;27;NA;FALSE
"bay of biscay and the iberian coast";"fpo";"rhinobatidae";"none";NA;NA;NA;99;NA;FALSE
"bay of biscay and the iberian coast";"ps";"rhinobatidae";"none";NA;NA;NA;160;NA;FALSE
"bay of biscay and the iberian coast";"lld";"rhinobatidae";"none";NA;NA;NA;19;NA;FALSE
"bay of biscay and the iberian coast";"sdn";"rhinobatidae";"none";NA;NA;NA;46;NA;FALSE
"bay of biscay and the iberian coast";"lhp";"rhinobatidae";"none";NA;NA;NA;53;NA;FALSE
"bay of biscay and the iberian coast";"otm";"rhinobatidae";"none";NA;NA;NA;19;NA;FALSE
"bay of biscay and the iberian coast";"mis";"rhinobatidae";"none";NA;NA;NA;17;NA;FALSE
"bay of biscay and the iberian coast";"tbb";"rhinobatidae";"none";NA;NA;NA;22;NA;FALSE
"bay of biscay and the iberian coast";"drb";"rhinobatidae";"none";NA;NA;NA;5;NA;FALSE
"bay of biscay and the iberian coast";"lhm";"rhinobatidae";"none";NA;NA;NA;24;NA;FALSE
"bay of biscay and the iberian coast";"sb";"rhinobatidae";"none";NA;NA;NA;5;NA;FALSE
"bay of biscay and the iberian coast";"gns";"rhinobatos rhinobatos";"none";NA;NA;NA;365;NA;FALSE
"bay of biscay and the iberian coast";"gtn";"rhinobatos rhinobatos";"none";NA;NA;NA;12;NA;FALSE
"bay of biscay and the iberian coast";"gtr";"rhinobatos rhinobatos";"none";NA;NA;NA;283;NA;FALSE
"bay of biscay and the iberian coast";"ltl";"rhinobatos rhinobatos";"none";NA;NA;NA;43;NA;FALSE
"bay of biscay and the iberian coast";"lls";"rhinobatos rhinobatos";"none";NA;NA;NA;128;NA;FALSE
"bay of biscay and the iberian coast";"ptm";"rhinobatos rhinobatos";"none";NA;NA;NA;121;NA;FALSE
"bay of biscay and the iberian coast";"otb";"rhinobatos rhinobatos";"none";NA;NA;NA;439;NA;FALSE
"bay of biscay and the iberian coast";"ott";"rhinobatos rhinobatos";"none";NA;NA;NA;104;NA;FALSE
"bay of biscay and the iberian coast";"ptb";"rhinobatos rhinobatos";"none";NA;NA;NA;130;NA;FALSE
"bay of biscay and the iberian coast";"gnc";"rhinobatos rhinobatos";"none";NA;NA;NA;38;NA;FALSE
"bay of biscay and the iberian coast";"gnd";"rhinobatos rhinobatos";"none";NA;NA;NA;27;NA;FALSE
"bay of biscay and the iberian coast";"fpo";"rhinobatos rhinobatos";"none";NA;NA;NA;99;NA;FALSE
"bay of biscay and the iberian coast";"ps";"rhinobatos rhinobatos";"none";NA;NA;NA;160;NA;FALSE
"bay of biscay and the iberian coast";"lld";"rhinobatos rhinobatos";"none";NA;NA;NA;19;NA;FALSE
"bay of biscay and the iberian coast";"sdn";"rhinobatos rhinobatos";"none";NA;NA;NA;46;NA;FALSE
"bay of biscay and the iberian coast";"lhp";"rhinobatos rhinobatos";"none";NA;NA;NA;53;NA;FALSE
"bay of biscay and the iberian coast";"otm";"rhinobatos rhinobatos";"none";NA;NA;NA;19;NA;FALSE
"bay of biscay and the iberian coast";"mis";"rhinobatos rhinobatos";"none";NA;NA;NA;17;NA;FALSE
"bay of biscay and the iberian coast";"tbb";"rhinobatos rhinobatos";"none";NA;NA;NA;22;NA;FALSE
"bay of biscay and the iberian coast";"drb";"rhinobatos rhinobatos";"none";NA;NA;NA;5;NA;FALSE
"bay of biscay and the iberian coast";"lhm";"rhinobatos rhinobatos";"none";NA;NA;NA;24;NA;FALSE
"bay of biscay and the iberian coast";"sb";"rhinobatos rhinobatos";"none";NA;NA;NA;5;NA;FALSE
"greenland sea";"otb";"rhinochimaera atlantica";"n_ind ~ 1";0.0934815365935929;0.0208677832465599;0.418769812808932;21;FALSE;FALSE
"greenland sea";"otm";"rhinochimaera atlantica";"none";NA;NA;NA;3;NA;FALSE
"greenland sea";"ott";"rhinochimaera atlantica";"none";NA;NA;NA;1;NA;FALSE
"icelandic waters";"gns";"rhinochimaera atlantica";"none";NA;NA;NA;45;NA;FALSE
"icelandic waters";"otb";"rhinochimaera atlantica";"n_ind ~ 1";0.00270989682065343;3.20851404048149e-06;2.2887669138844;47;FALSE;TRUE
"icelandic waters";"lls";"rhinochimaera atlantica";"none";NA;NA;NA;36;NA;FALSE
"icelandic waters";"drb";"rhinochimaera atlantica";"none";NA;NA;NA;5;NA;FALSE
"icelandic waters";"otm";"rhinochimaera atlantica";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"sdn";"rhinochimaera atlantica";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"lhm";"rhinochimaera atlantica";"none";NA;NA;NA;7;NA;FALSE
"icelandic waters";"ps";"rhinochimaera atlantica";"none";NA;NA;NA;3;NA;FALSE
"icelandic waters";"fpo";"rhinochimaera atlantica";"none";NA;NA;NA;2;NA;FALSE
"faroes";"otb";"rhinochimaera atlantica";"n_ind ~ 1";0.272419882223181;0.0114043008273376;6.50742148546227;11;FALSE;FALSE
"faroes";"otm";"rhinochimaera atlantica";"none";NA;NA;NA;10;NA;FALSE
"faroes";"ptm";"rhinochimaera atlantica";"none";NA;NA;NA;1;NA;FALSE
"celtic seas";"gns";"rhinochimaera atlantica";"none";NA;NA;NA;239;NA;FALSE
"celtic seas";"otb";"rhinochimaera atlantica";"none";NA;NA;NA;533;NA;FALSE
"celtic seas";"gnd";"rhinochimaera atlantica";"none";NA;NA;NA;21;NA;FALSE
"celtic seas";"gtr";"rhinochimaera atlantica";"none";NA;NA;NA;134;NA;FALSE
"celtic seas";"ott";"rhinochimaera atlantica";"none";NA;NA;NA;139;NA;FALSE
"celtic seas";"tbb";"rhinochimaera atlantica";"none";NA;NA;NA;184;NA;FALSE
"celtic seas";"ssc";"rhinochimaera atlantica";"none";NA;NA;NA;46;NA;FALSE
"celtic seas";"ptm";"rhinochimaera atlantica";"none";NA;NA;NA;71;NA;FALSE
"celtic seas";"lhp";"rhinochimaera atlantica";"none";NA;NA;NA;9;NA;FALSE
"celtic seas";"otm";"rhinochimaera atlantica";"none";NA;NA;NA;128;NA;FALSE
"celtic seas";"ps";"rhinochimaera atlantica";"none";NA;NA;NA;35;NA;FALSE
"celtic seas";"lls";"rhinochimaera atlantica";"none";NA;NA;NA;18;NA;FALSE
"celtic seas";"lld";"rhinochimaera atlantica";"none";NA;NA;NA;0;NA;FALSE
"celtic seas";"drb";"rhinochimaera atlantica";"none";NA;NA;NA;14;NA;FALSE
"celtic seas";"lhm";"rhinochimaera atlantica";"none";NA;NA;NA;2;NA;FALSE
"celtic seas";"ptb";"rhinochimaera atlantica";"none";NA;NA;NA;8;NA;FALSE
"celtic seas";"ltl";"rhinochimaera atlantica";"none";NA;NA;NA;1;NA;FALSE
"celtic seas";"fpo";"rhinochimaera atlantica";"none";NA;NA;NA;3;NA;FALSE
"celtic seas";"sdn";"rhinochimaera atlantica";"none";NA;NA;NA;2;NA;FALSE
"oceanic northeast atlantic";"lld";"rhinochimaera atlantica";"none";NA;NA;NA;1;NA;FALSE
"oceanic northeast atlantic";"otb";"rhinochimaera atlantica";"none";NA;NA;NA;15;NA;FALSE
"oceanic northeast atlantic";"otm";"rhinochimaera atlantica";"none";NA;NA;NA;10;NA;FALSE
"bay of biscay and the iberian coast";"gns";"rhinochimaera atlantica";"none";NA;NA;NA;365;NA;FALSE
"bay of biscay and the iberian coast";"gtn";"rhinochimaera atlantica";"none";NA;NA;NA;12;NA;FALSE
"bay of biscay and the iberian coast";"gtr";"rhinochimaera atlantica";"none";NA;NA;NA;283;NA;FALSE
"bay of biscay and the iberian coast";"ltl";"rhinochimaera atlantica";"none";NA;NA;NA;43;NA;FALSE
"bay of biscay and the iberian coast";"lls";"rhinochimaera atlantica";"none";NA;NA;NA;128;NA;FALSE
"bay of biscay and the iberian coast";"ptm";"rhinochimaera atlantica";"none";NA;NA;NA;121;NA;FALSE
"bay of biscay and the iberian coast";"otb";"rhinochimaera atlantica";"none";NA;NA;NA;439;NA;FALSE
"bay of biscay and the iberian coast";"ott";"rhinochimaera atlantica";"none";NA;NA;NA;104;NA;FALSE
"bay of biscay and the iberian coast";"ptb";"rhinochimaera atlantica";"none";NA;NA;NA;130;NA;FALSE
"bay of biscay and the iberian coast";"gnc";"rhinochimaera atlantica";"none";NA;NA;NA;38;NA;FALSE
"bay of biscay and the iberian coast";"gnd";"rhinochimaera atlantica";"none";NA;NA;NA;27;NA;FALSE
"bay of biscay and the iberian coast";"fpo";"rhinochimaera atlantica";"none";NA;NA;NA;99;NA;FALSE
"bay of biscay and the iberian coast";"ps";"rhinochimaera atlantica";"none";NA;NA;NA;160;NA;FALSE
"bay of biscay and the iberian coast";"lld";"rhinochimaera atlantica";"none";NA;NA;NA;19;NA;FALSE
"bay of biscay and the iberian coast";"sdn";"rhinochimaera atlantica";"none";NA;NA;NA;46;NA;FALSE
"bay of biscay and the iberian coast";"lhp";"rhinochimaera atlantica";"none";NA;NA;NA;53;NA;FALSE
"bay of biscay and the iberian coast";"otm";"rhinochimaera atlantica";"none";NA;NA;NA;19;NA;FALSE
"bay of biscay and the iberian coast";"mis";"rhinochimaera atlantica";"none";NA;NA;NA;17;NA;FALSE
"bay of biscay and the iberian coast";"tbb";"rhinochimaera atlantica";"none";NA;NA;NA;22;NA;FALSE
"bay of biscay and the iberian coast";"drb";"rhinochimaera atlantica";"none";NA;NA;NA;5;NA;FALSE
"bay of biscay and the iberian coast";"lhm";"rhinochimaera atlantica";"none";NA;NA;NA;24;NA;FALSE
"bay of biscay and the iberian coast";"sb";"rhinochimaera atlantica";"none";NA;NA;NA;5;NA;FALSE
"bay of biscay and the iberian coast";"gns";"rhinoptera marginata";"none";NA;NA;NA;365;NA;FALSE
"bay of biscay and the iberian coast";"gtn";"rhinoptera marginata";"none";NA;NA;NA;12;NA;FALSE
"bay of biscay and the iberian coast";"gtr";"rhinoptera marginata";"none";NA;NA;NA;283;NA;FALSE
"bay of biscay and the iberian coast";"ltl";"rhinoptera marginata";"none";NA;NA;NA;43;NA;FALSE
"bay of biscay and the iberian coast";"lls";"rhinoptera marginata";"none";NA;NA;NA;128;NA;FALSE
"bay of biscay and the iberian coast";"ptm";"rhinoptera marginata";"none";NA;NA;NA;121;NA;FALSE
"bay of biscay and the iberian coast";"otb";"rhinoptera marginata";"none";NA;NA;NA;439;NA;FALSE
"bay of biscay and the iberian coast";"ott";"rhinoptera marginata";"none";NA;NA;NA;104;NA;FALSE
"bay of biscay and the iberian coast";"ptb";"rhinoptera marginata";"none";NA;NA;NA;130;NA;FALSE
"bay of biscay and the iberian coast";"gnc";"rhinoptera marginata";"none";NA;NA;NA;38;NA;FALSE
"bay of biscay and the iberian coast";"gnd";"rhinoptera marginata";"none";NA;NA;NA;27;NA;FALSE
"bay of biscay and the iberian coast";"fpo";"rhinoptera marginata";"none";NA;NA;NA;99;NA;FALSE
"bay of biscay and the iberian coast";"ps";"rhinoptera marginata";"none";NA;NA;NA;160;NA;FALSE
"bay of biscay and the iberian coast";"lld";"rhinoptera marginata";"none";NA;NA;NA;19;NA;FALSE
"bay of biscay and the iberian coast";"sdn";"rhinoptera marginata";"none";NA;NA;NA;46;NA;FALSE
"bay of biscay and the iberian coast";"lhp";"rhinoptera marginata";"none";NA;NA;NA;53;NA;FALSE
"bay of biscay and the iberian coast";"otm";"rhinoptera marginata";"none";NA;NA;NA;19;NA;FALSE
"bay of biscay and the iberian coast";"mis";"rhinoptera marginata";"none";NA;NA;NA;17;NA;FALSE
"bay of biscay and the iberian coast";"tbb";"rhinoptera marginata";"none";NA;NA;NA;22;NA;FALSE
"bay of biscay and the iberian coast";"drb";"rhinoptera marginata";"none";NA;NA;NA;5;NA;FALSE
"bay of biscay and the iberian coast";"lhm";"rhinoptera marginata";"none";NA;NA;NA;24;NA;FALSE
"bay of biscay and the iberian coast";"sb";"rhinoptera marginata";"none";NA;NA;NA;5;NA;FALSE
"barents sea";"otb";"rhodostethia rosea";"none";NA;NA;NA;58;NA;FALSE
"barents sea";"ott";"rhodostethia rosea";"none";NA;NA;NA;3;NA;FALSE
"barents sea";"otm";"rhodostethia rosea";"none";NA;NA;NA;0;NA;FALSE
"barents sea";"gns";"rhodostethia rosea";"none";NA;NA;NA;4;NA;FALSE
"greenland sea";"otb";"rhodostethia rosea";"none";NA;NA;NA;21;NA;FALSE
"greenland sea";"otm";"rhodostethia rosea";"none";NA;NA;NA;3;NA;FALSE
"greenland sea";"ott";"rhodostethia rosea";"none";NA;NA;NA;1;NA;FALSE
"arcticocean";NA;"rhodostethia rosea";"none";NA;NA;NA;0;NA;FALSE
"barents sea";"otb";"rissa tridactyla";"none";NA;NA;NA;58;NA;FALSE
"barents sea";"ott";"rissa tridactyla";"none";NA;NA;NA;3;NA;FALSE
"barents sea";"otm";"rissa tridactyla";"none";NA;NA;NA;0;NA;FALSE
"barents sea";"gns";"rissa tridactyla";"none";NA;NA;NA;4;NA;FALSE
"norwegian sea";"otb";"rissa tridactyla";"none";NA;NA;NA;31;NA;FALSE
"norwegian sea";"ott";"rissa tridactyla";"none";NA;NA;NA;9;NA;FALSE
"norwegian sea";"otm";"rissa tridactyla";"none";NA;NA;NA;27;NA;FALSE
"norwegian sea";"gns";"rissa tridactyla";"n_ind ~ 1";0.000331221637878182;1.30404114232347e-05;0.00841290737217342;24;FALSE;TRUE
"norwegian sea";"ptb";"rissa tridactyla";"none";NA;NA;NA;17;NA;FALSE
"faroes";"otb";"rissa tridactyla";"none";NA;NA;NA;11;NA;FALSE
"faroes";"otm";"rissa tridactyla";"none";NA;NA;NA;10;NA;FALSE
"faroes";"ptm";"rissa tridactyla";"none";NA;NA;NA;1;NA;FALSE
"icelandic waters";"gns";"rissa tridactyla";"none";NA;NA;NA;45;NA;FALSE
"icelandic waters";"otb";"rissa tridactyla";"none";NA;NA;NA;47;NA;FALSE
"icelandic waters";"lls";"rissa tridactyla";"none";NA;NA;NA;36;NA;FALSE
"icelandic waters";"drb";"rissa tridactyla";"none";NA;NA;NA;5;NA;FALSE
"icelandic waters";"otm";"rissa tridactyla";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"sdn";"rissa tridactyla";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"lhm";"rissa tridactyla";"none";NA;NA;NA;7;NA;FALSE
"icelandic waters";"ps";"rissa tridactyla";"none";NA;NA;NA;3;NA;FALSE
"icelandic waters";"fpo";"rissa tridactyla";"none";NA;NA;NA;2;NA;FALSE
"greenland sea";"otb";"rissa tridactyla";"none";NA;NA;NA;21;NA;FALSE
"greenland sea";"otm";"rissa tridactyla";"none";NA;NA;NA;3;NA;FALSE
"greenland sea";"ott";"rissa tridactyla";"none";NA;NA;NA;1;NA;FALSE
"arcticocean";NA;"rissa tridactyla";"none";NA;NA;NA;0;NA;FALSE
"oceanic northeast atlantic";"lld";"rissa tridactyla";"none";NA;NA;NA;1;NA;FALSE
"oceanic northeast atlantic";"otb";"rissa tridactyla";"none";NA;NA;NA;15;NA;FALSE
"oceanic northeast atlantic";"otm";"rissa tridactyla";"none";NA;NA;NA;10;NA;FALSE
"azores";"lhp";"rissa tridactyla";"none";NA;NA;NA;17;NA;FALSE
"azores";"lls";"rissa tridactyla";"none";NA;NA;NA;48;NA;FALSE
"azores";"ps";"rissa tridactyla";"none";NA;NA;NA;22;NA;FALSE
"azores";"fpo";"rissa tridactyla";"none";NA;NA;NA;16;NA;FALSE
"azores";"gns";"rissa tridactyla";"none";NA;NA;NA;15;NA;FALSE
"azores";"lld";"rissa tridactyla";"none";NA;NA;NA;7;NA;FALSE
"azores";"lhm";"rissa tridactyla";"none";NA;NA;NA;28;NA;FALSE
"bay of biscay and the iberian coast";"gns";"rissa tridactyla";"none";NA;NA;NA;372;NA;FALSE
"bay of biscay and the iberian coast";"gtn";"rissa tridactyla";"none";NA;NA;NA;12;NA;FALSE
"bay of biscay and the iberian coast";"gtr";"rissa tridactyla";"n_ind ~ 1";0.00110162545716066;4.19824029830844e-05;0.0289068410008215;283;NA;FALSE
"bay of biscay and the iberian coast";"ltl";"rissa tridactyla";"none";NA;NA;NA;43;NA;FALSE
"bay of biscay and the iberian coast";"lls";"rissa tridactyla";"n_ind ~ 1";0.0022162493496531;0.000174709558814006;0.028113866311498;132;FALSE;FALSE
"bay of biscay and the iberian coast";"ptm";"rissa tridactyla";"none";NA;NA;NA;119;NA;FALSE
"bay of biscay and the iberian coast";"otb";"rissa tridactyla";"none";NA;NA;NA;439;NA;FALSE
"bay of biscay and the iberian coast";"ott";"rissa tridactyla";"none";NA;NA;NA;104;NA;FALSE
"bay of biscay and the iberian coast";"ptb";"rissa tridactyla";"n_ind ~ 1";0.00527848058847485;0.00018031110042952;0.154523805004432;130;FALSE;FALSE
"bay of biscay and the iberian coast";"gnc";"rissa tridactyla";"none";NA;NA;NA;38;NA;FALSE
"bay of biscay and the iberian coast";"gnd";"rissa tridactyla";"none";NA;NA;NA;27;NA;FALSE
"bay of biscay and the iberian coast";"fpo";"rissa tridactyla";"none";NA;NA;NA;99;NA;FALSE
"bay of biscay and the iberian coast";"ps";"rissa tridactyla";"none";NA;NA;NA;160;NA;FALSE
"bay of biscay and the iberian coast";"lld";"rissa tridactyla";"none";NA;NA;NA;19;NA;FALSE
"bay of biscay and the iberian coast";"sdn";"rissa tridactyla";"none";NA;NA;NA;46;NA;FALSE
"bay of biscay and the iberian coast";"lhp";"rissa tridactyla";"none";NA;NA;NA;53;NA;FALSE
"bay of biscay and the iberian coast";"otm";"rissa tridactyla";"none";NA;NA;NA;19;NA;FALSE
"bay of biscay and the iberian coast";"mis";"rissa tridactyla";"none";NA;NA;NA;17;NA;FALSE
"bay of biscay and the iberian coast";"tbb";"rissa tridactyla";"none";NA;NA;NA;22;NA;FALSE
"bay of biscay and the iberian coast";"drb";"rissa tridactyla";"none";NA;NA;NA;5;NA;FALSE
"bay of biscay and the iberian coast";"lhm";"rissa tridactyla";"none";NA;NA;NA;24;NA;FALSE
"bay of biscay and the iberian coast";"sb";"rissa tridactyla";"none";NA;NA;NA;5;NA;FALSE
"celtic seas";"gns";"rissa tridactyla";"none";NA;NA;NA;186;NA;FALSE
"celtic seas";"otb";"rissa tridactyla";"none";NA;NA;NA;456;NA;FALSE
"celtic seas";"gnd";"rissa tridactyla";"none";NA;NA;NA;5;NA;FALSE
"celtic seas";"gtr";"rissa tridactyla";"none";NA;NA;NA;127;NA;FALSE
"celtic seas";"ott";"rissa tridactyla";"none";NA;NA;NA;125;NA;FALSE
"celtic seas";"tbb";"rissa tridactyla";"none";NA;NA;NA;122;NA;FALSE
"celtic seas";"ssc";"rissa tridactyla";"none";NA;NA;NA;43;NA;FALSE
"celtic seas";"ptm";"rissa tridactyla";"none";NA;NA;NA;67;NA;FALSE
"celtic seas";"lhp";"rissa tridactyla";"none";NA;NA;NA;9;NA;FALSE
"celtic seas";"otm";"rissa tridactyla";"none";NA;NA;NA;118;NA;FALSE
"celtic seas";"ps";"rissa tridactyla";"none";NA;NA;NA;35;NA;FALSE
"celtic seas";"lls";"rissa tridactyla";"none";NA;NA;NA;18;NA;FALSE
"celtic seas";"lld";"rissa tridactyla";"none";NA;NA;NA;0;NA;FALSE
"celtic seas";"drb";"rissa tridactyla";"none";NA;NA;NA;3;NA;FALSE
"celtic seas";"lhm";"rissa tridactyla";"none";NA;NA;NA;1;NA;FALSE
"celtic seas";"ptb";"rissa tridactyla";"none";NA;NA;NA;8;NA;FALSE
"celtic seas";"ltl";"rissa tridactyla";"none";NA;NA;NA;1;NA;FALSE
"celtic seas";"fpo";"rissa tridactyla";"none";NA;NA;NA;1;NA;FALSE
"celtic seas";"sdn";"rissa tridactyla";"none";NA;NA;NA;2;NA;FALSE
"greater north sea";"otb";"rissa tridactyla";"none";NA;NA;NA;695;NA;FALSE
"greater north sea";"gnd";"rissa tridactyla";"none";NA;NA;NA;31;NA;FALSE
"greater north sea";"gns";"rissa tridactyla";"none";NA;NA;NA;439;NA;FALSE
"greater north sea";"ott";"rissa tridactyla";"none";NA;NA;NA;217;NA;FALSE
"greater north sea";"tbb";"rissa tridactyla";"none";NA;NA;NA;251;NA;FALSE
