ecoregion;metierl4;species;model;bpue;lwr;upr;replicates;base_model_heterogeneity;alternative_models_flag
"bay of biscay and the iberian coast";"ptb";"alepocephalus bairdii";"none";NA;NA;NA;130;NA;FALSE
"bay of biscay and the iberian coast";"gnc";"alepocephalus bairdii";"none";NA;NA;NA;38;NA;FALSE
"bay of biscay and the iberian coast";"gnd";"alepocephalus bairdii";"none";NA;NA;NA;27;NA;FALSE
"bay of biscay and the iberian coast";"fpo";"alepocephalus bairdii";"none";NA;NA;NA;99;NA;FALSE
"bay of biscay and the iberian coast";"ps";"alepocephalus bairdii";"none";NA;NA;NA;160;NA;FALSE
"bay of biscay and the iberian coast";"lld";"alepocephalus bairdii";"none";NA;NA;NA;19;NA;FALSE
"bay of biscay and the iberian coast";"sdn";"alepocephalus bairdii";"none";NA;NA;NA;46;NA;FALSE
"bay of biscay and the iberian coast";"lhp";"alepocephalus bairdii";"none";NA;NA;NA;53;NA;FALSE
"bay of biscay and the iberian coast";"otm";"alepocephalus bairdii";"none";NA;NA;NA;19;NA;FALSE
"bay of biscay and the iberian coast";"mis";"alepocephalus bairdii";"none";NA;NA;NA;17;NA;FALSE
"bay of biscay and the iberian coast";"tbb";"alepocephalus bairdii";"none";NA;NA;NA;22;NA;FALSE
"bay of biscay and the iberian coast";"drb";"alepocephalus bairdii";"none";NA;NA;NA;5;NA;FALSE
"bay of biscay and the iberian coast";"lhm";"alepocephalus bairdii";"none";NA;NA;NA;24;NA;FALSE
"bay of biscay and the iberian coast";"sb";"alepocephalus bairdii";"none";NA;NA;NA;5;NA;FALSE
"barents sea";"otb";"alle alle";"none";NA;NA;NA;58;NA;FALSE
"barents sea";"ott";"alle alle";"none";NA;NA;NA;3;NA;FALSE
"barents sea";"otm";"alle alle";"none";NA;NA;NA;0;NA;FALSE
"barents sea";"gns";"alle alle";"none";NA;NA;NA;4;NA;FALSE
"norwegian sea";"otb";"alle alle";"none";NA;NA;NA;31;NA;FALSE
"norwegian sea";"ott";"alle alle";"none";NA;NA;NA;9;NA;FALSE
"norwegian sea";"otm";"alle alle";"none";NA;NA;NA;27;NA;FALSE
"norwegian sea";"gns";"alle alle";"none";NA;NA;NA;24;NA;FALSE
"norwegian sea";"ptb";"alle alle";"none";NA;NA;NA;17;NA;FALSE
"faroes";"otb";"alle alle";"none";NA;NA;NA;11;NA;FALSE
"faroes";"otm";"alle alle";"none";NA;NA;NA;10;NA;FALSE
"faroes";"ptm";"alle alle";"none";NA;NA;NA;1;NA;FALSE
"icelandic waters";"gns";"alle alle";"none";NA;NA;NA;45;NA;FALSE
"icelandic waters";"otb";"alle alle";"none";NA;NA;NA;47;NA;FALSE
"icelandic waters";"lls";"alle alle";"none";NA;NA;NA;36;NA;FALSE
"icelandic waters";"drb";"alle alle";"none";NA;NA;NA;5;NA;FALSE
"icelandic waters";"otm";"alle alle";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"sdn";"alle alle";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"lhm";"alle alle";"none";NA;NA;NA;7;NA;FALSE
"icelandic waters";"ps";"alle alle";"none";NA;NA;NA;3;NA;FALSE
"icelandic waters";"fpo";"alle alle";"none";NA;NA;NA;2;NA;FALSE
"greenland sea";"otb";"alle alle";"none";NA;NA;NA;21;NA;FALSE
"greenland sea";"otm";"alle alle";"none";NA;NA;NA;3;NA;FALSE
"greenland sea";"ott";"alle alle";"none";NA;NA;NA;1;NA;FALSE
"arcticocean";NA;"alle alle";"none";NA;NA;NA;0;NA;FALSE
"oceanic northeast atlantic";"lld";"alle alle";"none";NA;NA;NA;1;NA;FALSE
"oceanic northeast atlantic";"otb";"alle alle";"none";NA;NA;NA;15;NA;FALSE
"oceanic northeast atlantic";"otm";"alle alle";"none";NA;NA;NA;10;NA;FALSE
"celtic seas";"gns";"alle alle";"none";NA;NA;NA;186;NA;FALSE
"celtic seas";"otb";"alle alle";"none";NA;NA;NA;456;NA;FALSE
"celtic seas";"gnd";"alle alle";"none";NA;NA;NA;5;NA;FALSE
"celtic seas";"gtr";"alle alle";"none";NA;NA;NA;127;NA;FALSE
"celtic seas";"ott";"alle alle";"none";NA;NA;NA;125;NA;FALSE
"celtic seas";"tbb";"alle alle";"none";NA;NA;NA;122;NA;FALSE
"celtic seas";"ssc";"alle alle";"none";NA;NA;NA;43;NA;FALSE
"celtic seas";"ptm";"alle alle";"none";NA;NA;NA;67;NA;FALSE
"celtic seas";"lhp";"alle alle";"none";NA;NA;NA;9;NA;FALSE
"celtic seas";"otm";"alle alle";"none";NA;NA;NA;118;NA;FALSE
"celtic seas";"ps";"alle alle";"none";NA;NA;NA;35;NA;FALSE
"celtic seas";"lls";"alle alle";"none";NA;NA;NA;18;NA;FALSE
"celtic seas";"lld";"alle alle";"none";NA;NA;NA;0;NA;FALSE
"celtic seas";"drb";"alle alle";"none";NA;NA;NA;3;NA;FALSE
"celtic seas";"lhm";"alle alle";"none";NA;NA;NA;1;NA;FALSE
"celtic seas";"ptb";"alle alle";"none";NA;NA;NA;8;NA;FALSE
"celtic seas";"ltl";"alle alle";"none";NA;NA;NA;1;NA;FALSE
"celtic seas";"fpo";"alle alle";"none";NA;NA;NA;1;NA;FALSE
"celtic seas";"sdn";"alle alle";"none";NA;NA;NA;2;NA;FALSE
"greater north sea";"otb";"alle alle";"none";NA;NA;NA;695;NA;FALSE
"greater north sea";"gnd";"alle alle";"none";NA;NA;NA;31;NA;FALSE
"greater north sea";"gns";"alle alle";"none";NA;NA;NA;439;NA;FALSE
"greater north sea";"ott";"alle alle";"none";NA;NA;NA;217;NA;FALSE
"greater north sea";"tbb";"alle alle";"none";NA;NA;NA;251;NA;FALSE
"greater north sea";"otm";"alle alle";"none";NA;NA;NA;204;NA;FALSE
"greater north sea";"lhm";"alle alle";"none";NA;NA;NA;16;NA;FALSE
"greater north sea";"gtr";"alle alle";"none";NA;NA;NA;207;NA;FALSE
"greater north sea";"ptm";"alle alle";"none";NA;NA;NA;26;NA;FALSE
"greater north sea";"sdn";"alle alle";"none";NA;NA;NA;52;NA;FALSE
"greater north sea";"fpo";"alle alle";"none";NA;NA;NA;68;NA;FALSE
"greater north sea";"lhp";"alle alle";"none";NA;NA;NA;43;NA;FALSE
"greater north sea";"lls";"alle alle";"none";NA;NA;NA;28;NA;FALSE
"greater north sea";"ps";"alle alle";"none";NA;NA;NA;33;NA;FALSE
"greater north sea";"drb";"alle alle";"none";NA;NA;NA;3;NA;FALSE
"greater north sea";"ssc";"alle alle";"none";NA;NA;NA;47;NA;FALSE
"greater north sea";"ptb";"alle alle";"none";NA;NA;NA;28;NA;FALSE
"greater north sea";"ltl";"alle alle";"none";NA;NA;NA;11;NA;FALSE
"greater north sea";"fyk";"alle alle";"none";NA;NA;NA;10;NA;FALSE
"greater north sea";"mis";"alle alle";"none";NA;NA;NA;6;NA;FALSE
"greater north sea";"spr";"alle alle";"none";NA;NA;NA;1;NA;FALSE
"greater north sea";"gtn";"alle alle";"none";NA;NA;NA;1;NA;FALSE
"greenland sea";"otb";"anarhichas denticulatus";"n_ind ~ 1";10.258965215148;3.15141359765523;33.3965580918749;21;TRUE;TRUE
"greenland sea";"otm";"anarhichas denticulatus";"none";NA;NA;NA;3;NA;FALSE
"greenland sea";"ott";"anarhichas denticulatus";"none";NA;NA;NA;1;NA;FALSE
"barents sea";"otb";"anarhichas denticulatus";"n_ind ~ 1";2.60794467074755;0.158434199321137;42.9287075317279;69;TRUE;TRUE
"barents sea";"ott";"anarhichas denticulatus";"n_ind ~ 1";2.23113390443271;0.0491374891868531;101.306733044085;3;FALSE;FALSE
"barents sea";"otm";"anarhichas denticulatus";"none";NA;NA;NA;0;NA;FALSE
"barents sea";"gns";"anarhichas denticulatus";"none";NA;NA;NA;4;NA;FALSE
"norwegian sea";"otb";"anarhichas denticulatus";"n_ind ~ 1";0.0339845638957785;0.00650733551806655;0.177484406633056;31;FALSE;FALSE
"norwegian sea";"ott";"anarhichas denticulatus";"n_ind ~ 1";0.158866206056765;0.0222557595134131;1.13401977639361;9;FALSE;FALSE
"norwegian sea";"otm";"anarhichas denticulatus";"none";NA;NA;NA;30;NA;FALSE
"norwegian sea";"gns";"anarhichas denticulatus";"none";NA;NA;NA;24;NA;FALSE
"norwegian sea";"ptb";"anarhichas denticulatus";"none";NA;NA;NA;17;NA;FALSE
"icelandic waters";"gns";"anarhichas denticulatus";"none";NA;NA;NA;45;NA;FALSE
"icelandic waters";"otb";"anarhichas denticulatus";"n_ind ~ 1";0.23052871182046;0.102680295318226;0.517562661939164;47;TRUE;TRUE
"icelandic waters";"lls";"anarhichas denticulatus";"n_ind ~ 1";0.0505505701105869;0.00177395990817359;1.44048359082493;36;FALSE;FALSE
"icelandic waters";"drb";"anarhichas denticulatus";"none";NA;NA;NA;5;NA;FALSE
"icelandic waters";"otm";"anarhichas denticulatus";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"sdn";"anarhichas denticulatus";"none";NA;NA;NA;23;NA;FALSE
"icelandic waters";"lhm";"anarhichas denticulatus";"none";NA;NA;NA;7;NA;FALSE
"icelandic waters";"ps";"anarhichas denticulatus";"none";NA;NA;NA;3;NA;FALSE
"icelandic waters";"fpo";"anarhichas denticulatus";"none";NA;NA;NA;2;NA;FALSE
"faroes";"otb";"anarhichas denticulatus";"none";NA;NA;NA;11;NA;FALSE
"faroes";"otm";"anarhichas denticulatus";"none";NA;NA;NA;10;NA;FALSE
"faroes";"ptm";"anarhichas denticulatus";"none";NA;NA;NA;1;NA;FALSE
"oceanic northeast atlantic";"lld";"anarhichas denticulatus";"none";NA;NA;NA;1;NA;FALSE
"oceanic northeast atlantic";"otb";"anarhichas denticulatus";"none";NA;NA;NA;15;NA;FALSE
"oceanic northeast atlantic";"otm";"anarhichas denticulatus";"none";NA;NA;NA;10;NA;FALSE
"greenland sea";"otb";"anarhichas lupus";"n_ind ~ 1";7.98271604347467;1.70989867931748;37.2675622254903;21;TRUE;FALSE
"greenland sea";"otm";"anarhichas lupus";"none";NA;NA;NA;3;NA;FALSE
"greenland sea";"ott";"anarhichas lupus";"none";NA;NA;NA;1;NA;FALSE
"barents sea";"otb";"anarhichas lupus";"n_ind ~ 1 + (1 | metierl5)";7.96554679432055e-07;2.06506065943751e-11;0.0307254585682694;69;TRUE;FALSE
"barents sea";"ott";"anarhichas lupus";"n_ind ~ 1";0.344943658655429;0.0160955025926776;7.39250774938361;3;FALSE;FALSE
"barents sea";"otm";"anarhichas lupus";"none";NA;NA;NA;0;NA;FALSE
"barents sea";"gns";"anarhichas lupus";"none";NA;NA;NA;4;NA;FALSE
"norwegian sea";"otb";"anarhichas lupus";"n_ind ~ 1";0.34459673123537;0.0473473362412798;2.50799552002192;31;FALSE;TRUE
"norwegian sea";"ott";"anarhichas lupus";"n_ind ~ 1";1.08860199260796;0.0773021334319113;15.3301629036387;9;FALSE;FALSE
"norwegian sea";"otm";"anarhichas lupus";"none";NA;NA;NA;30;NA;FALSE
"norwegian sea";"gns";"anarhichas lupus";"none";NA;NA;NA;24;NA;FALSE
"norwegian sea";"ptb";"anarhichas lupus";"none";NA;NA;NA;17;NA;FALSE
"faroes";"otb";"anarhichas lupus";"none";NA;NA;NA;11;NA;FALSE
"faroes";"otm";"anarhichas lupus";"none";NA;NA;NA;10;NA;FALSE
"faroes";"ptm";"anarhichas lupus";"none";NA;NA;NA;1;NA;FALSE
"baltic sea";"gns";"anarhichas lupus";"none";NA;NA;NA;412;NA;FALSE
"baltic sea";"fpo";"anarhichas lupus";"none";NA;NA;NA;61;NA;FALSE
"baltic sea";"otm";"anarhichas lupus";"none";NA;NA;NA;140;NA;FALSE
"baltic sea";"otb";"anarhichas lupus";"none";NA;NA;NA;159;NA;FALSE
"baltic sea";"fpn";"anarhichas lupus";"none";NA;NA;NA;19;NA;FALSE
"baltic sea";"fyk";"anarhichas lupus";"none";NA;NA;NA;40;NA;FALSE
"baltic sea";"lls";"anarhichas lupus";"none";NA;NA;NA;8;NA;FALSE
"baltic sea";"lld";"anarhichas lupus";"none";NA;NA;NA;21;NA;FALSE
"baltic sea";"gtr";"anarhichas lupus";"none";NA;NA;NA;73;NA;FALSE
"baltic sea";"ptm";"anarhichas lupus";"none";NA;NA;NA;9;NA;FALSE
"baltic sea";"sdn";"anarhichas lupus";"none";NA;NA;NA;4;NA;FALSE
"baltic sea";"ssc";"anarhichas lupus";"none";NA;NA;NA;3;NA;FALSE
"baltic sea";"ott";"anarhichas lupus";"none";NA;NA;NA;1;NA;FALSE
"baltic sea";"gnd";"anarhichas lupus";"none";NA;NA;NA;1;NA;FALSE
"greater north sea";"otb";"anarhichas lupus";"n_ind ~ 1 + (1 | country) + (1 | samplingprotocol)";0.000470934773905126;1.21965558815723e-08;18.1837859332205;897;TRUE;TRUE
"greater north sea";"gnd";"anarhichas lupus";"none";NA;NA;NA;59;NA;FALSE
"greater north sea";"gns";"anarhichas lupus";"n_ind ~ 1";0.00148107385651486;8.11760299614789e-05;0.0270225061448897;392;FALSE;FALSE
"greater north sea";"ott";"anarhichas lupus";"n_ind ~ 1";0.0123122469847639;0.00156397045642319;0.0969272950081921;333;FALSE;TRUE
"greater north sea";"tbb";"anarhichas lupus";"n_ind ~ 1";18.1851515352608;0.162920019189613;2029.82873440198;307;TRUE;TRUE
"greater north sea";"otm";"anarhichas lupus";"none";NA;NA;NA;214;NA;FALSE
"greater north sea";"lhm";"anarhichas lupus";"none";NA;NA;NA;44;NA;FALSE
"greater north sea";"gtr";"anarhichas lupus";"n_ind ~ 1";0.00261600635235445;0.000153908981302981;0.0444645216778283;220;FALSE;FALSE
"greater north sea";"ptm";"anarhichas lupus";"none";NA;NA;NA;26;NA;FALSE
"greater north sea";"sdn";"anarhichas lupus";"none";NA;NA;NA;52;NA;FALSE
"greater north sea";"fpo";"anarhichas lupus";"n_ind ~ 1";0.000171392217712401;4.95425222830634e-09;5.92930899330033;80;FALSE;TRUE
"greater north sea";"lhp";"anarhichas lupus";"none";NA;NA;NA;43;NA;FALSE
"greater north sea";"lls";"anarhichas lupus";"none";NA;NA;NA;34;NA;FALSE
"greater north sea";"ps";"anarhichas lupus";"none";NA;NA;NA;33;NA;FALSE
"greater north sea";"drb";"anarhichas lupus";"none";NA;NA;NA;34;NA;FALSE
"greater north sea";"ssc";"anarhichas lupus";"n_ind ~ 1";0.00268329986998317;0.000377974239374307;0.0190491770131495;47;FALSE;TRUE
"greater north sea";"ptb";"anarhichas lupus";"n_ind ~ 1";0.00766313886817984;0.00228512410401094;0.0256982529788796;29;FALSE;TRUE
"greater north sea";"ltl";"anarhichas lupus";"none";NA;NA;NA;11;NA;FALSE
"greater north sea";"fyk";"anarhichas lupus";"none";NA;NA;NA;10;NA;FALSE
"greater north sea";"mis";"anarhichas lupus";"none";NA;NA;NA;6;NA;FALSE
"greater north sea";"spr";"anarhichas lupus";"none";NA;NA;NA;1;NA;FALSE
"greater north sea";"gtn";"anarhichas lupus";"none";NA;NA;NA;1;NA;FALSE
"celtic seas";"gns";"anarhichas lupus";"none";NA;NA;NA;234;NA;FALSE
"celtic seas";"otb";"anarhichas lupus";"n_ind ~ 1";1.3833783289486e-07;8.26640887139298e-12;0.0023150749385593;533;FALSE;TRUE
"celtic seas";"gnd";"anarhichas lupus";"none";NA;NA;NA;21;NA;FALSE
"celtic seas";"gtr";"anarhichas lupus";"none";NA;NA;NA;134;NA;FALSE
"celtic seas";"ott";"anarhichas lupus";"n_ind ~ 1";2.06574093750551e-06;2.16490979518523e-10;0.0197111474592457;139;FALSE;FALSE
"celtic seas";"tbb";"anarhichas lupus";"none";NA;NA;NA;184;NA;FALSE
"celtic seas";"ssc";"anarhichas lupus";"none";NA;NA;NA;46;NA;FALSE
"celtic seas";"ptm";"anarhichas lupus";"none";NA;NA;NA;71;NA;FALSE
"celtic seas";"lhp";"anarhichas lupus";"none";NA;NA;NA;9;NA;FALSE
"celtic seas";"otm";"anarhichas lupus";"none";NA;NA;NA;128;NA;FALSE
"celtic seas";"ps";"anarhichas lupus";"none";NA;NA;NA;35;NA;FALSE
"celtic seas";"lls";"anarhichas lupus";"none";NA;NA;NA;18;NA;FALSE
"celtic seas";"lld";"anarhichas lupus";"none";NA;NA;NA;0;NA;FALSE
"celtic seas";"drb";"anarhichas lupus";"none";NA;NA;NA;14;NA;FALSE
"celtic seas";"lhm";"anarhichas lupus";"none";NA;NA;NA;2;NA;FALSE
"celtic seas";"ptb";"anarhichas lupus";"none";NA;NA;NA;8;NA;FALSE
"celtic seas";"ltl";"anarhichas lupus";"none";NA;NA;NA;1;NA;FALSE
"celtic seas";"fpo";"anarhichas lupus";"none";NA;NA;NA;3;NA;FALSE
"celtic seas";"sdn";"anarhichas lupus";"none";NA;NA;NA;2;NA;FALSE
"oceanic northeast atlantic";"lld";"anarhichas lupus";"none";NA;NA;NA;1;NA;FALSE
"oceanic northeast atlantic";"otb";"anarhichas lupus";"none";NA;NA;NA;15;NA;FALSE
"oceanic northeast atlantic";"otm";"anarhichas lupus";"none";NA;NA;NA;10;NA;FALSE
"greenland sea";"otb";"anarhichas minor";"n_ind ~ 1";6.1765388806096;0.952113256241385;40.0683766280953;21;TRUE;FALSE
"greenland sea";"otm";"anarhichas minor";"none";NA;NA;NA;3;NA;FALSE
"greenland sea";"ott";"anarhichas minor";"none";NA;NA;NA;1;NA;FALSE
"barents sea";"otb";"anarhichas minor";"n_ind ~ 1";2.05769255969712;0.0781602897076813;54.1719930423542;69;TRUE;FALSE
"barents sea";"ott";"anarhichas minor";"n_ind ~ 1";10.0020776747643;0.129984215475572;769.643894422088;3;FALSE;FALSE
"barents sea";"otm";"anarhichas minor";"none";NA;NA;NA;0;NA;FALSE
"barents sea";"gns";"anarhichas minor";"none";NA;NA;NA;4;NA;FALSE
"norwegian sea";"otb";"anarhichas minor";"n_ind ~ 1";0.0982123816062367;0.0116974442666781;0.824596525605699;31;FALSE;FALSE
"norwegian sea";"ott";"anarhichas minor";"n_ind ~ 1";1.06449866685769;0.0740443250422484;15.3037712356112;9;TRUE;FALSE
"norwegian sea";"otm";"anarhichas minor";"none";NA;NA;NA;30;NA;FALSE
"norwegian sea";"gns";"anarhichas minor";"none";NA;NA;NA;24;NA;FALSE
"norwegian sea";"ptb";"anarhichas minor";"none";NA;NA;NA;17;NA;FALSE
"faroes";"otb";"anarhichas minor";"none";NA;NA;NA;11;NA;FALSE
"faroes";"otm";"anarhichas minor";"none";NA;NA;NA;10;NA;FALSE
"faroes";"ptm";"anarhichas minor";"none";NA;NA;NA;1;NA;FALSE
"greater north sea";"otb";"anarhichas minor";"none";NA;NA;NA;897;NA;FALSE
"greater north sea";"gnd";"anarhichas minor";"none";NA;NA;NA;59;NA;FALSE
"greater north sea";"gns";"anarhichas minor";"none";NA;NA;NA;392;NA;FALSE
"greater north sea";"ott";"anarhichas minor";"none";NA;NA;NA;333;NA;FALSE
"greater north sea";"tbb";"anarhichas minor";"none";NA;NA;NA;307;NA;FALSE
"greater north sea";"otm";"anarhichas minor";"none";NA;NA;NA;214;NA;FALSE
"greater north sea";"lhm";"anarhichas minor";"none";NA;NA;NA;44;NA;FALSE
"greater north sea";"gtr";"anarhichas minor";"none";NA;NA;NA;220;NA;FALSE
"greater north sea";"ptm";"anarhichas minor";"none";NA;NA;NA;26;NA;FALSE
"greater north sea";"sdn";"anarhichas minor";"none";NA;NA;NA;52;NA;FALSE
"greater north sea";"fpo";"anarhichas minor";"none";NA;NA;NA;80;NA;FALSE
"greater north sea";"lhp";"anarhichas minor";"none";NA;NA;NA;43;NA;FALSE
"greater north sea";"lls";"anarhichas minor";"none";NA;NA;NA;34;NA;FALSE
"greater north sea";"ps";"anarhichas minor";"none";NA;NA;NA;33;NA;FALSE
"greater north sea";"drb";"anarhichas minor";"none";NA;NA;NA;34;NA;FALSE
"greater north sea";"ssc";"anarhichas minor";"none";NA;NA;NA;47;NA;FALSE
"greater north sea";"ptb";"anarhichas minor";"none";NA;NA;NA;29;NA;FALSE
"greater north sea";"ltl";"anarhichas minor";"none";NA;NA;NA;11;NA;FALSE
"greater north sea";"fyk";"anarhichas minor";"none";NA;NA;NA;10;NA;FALSE
"greater north sea";"mis";"anarhichas minor";"none";NA;NA;NA;6;NA;FALSE
"greater north sea";"spr";"anarhichas minor";"none";NA;NA;NA;1;NA;FALSE
"greater north sea";"gtn";"anarhichas minor";"none";NA;NA;NA;1;NA;FALSE
"celtic seas";"gns";"anarhichas minor";"none";NA;NA;NA;234;NA;FALSE
"celtic seas";"otb";"anarhichas minor";"none";NA;NA;NA;533;NA;FALSE
"celtic seas";"gnd";"anarhichas minor";"none";NA;NA;NA;21;NA;FALSE
"celtic seas";"gtr";"anarhichas minor";"none";NA;NA;NA;134;NA;FALSE
"celtic seas";"ott";"anarhichas minor";"none";NA;NA;NA;139;NA;FALSE
"celtic seas";"tbb";"anarhichas minor";"none";NA;NA;NA;184;NA;FALSE
"celtic seas";"ssc";"anarhichas minor";"none";NA;NA;NA;46;NA;FALSE
"celtic seas";"ptm";"anarhichas minor";"none";NA;NA;NA;71;NA;FALSE
"celtic seas";"lhp";"anarhichas minor";"none";NA;NA;NA;9;NA;FALSE
"celtic seas";"otm";"anarhichas minor";"none";NA;NA;NA;128;NA;FALSE
"celtic seas";"ps";"anarhichas minor";"none";NA;NA;NA;35;NA;FALSE
"celtic seas";"lls";"anarhichas minor";"none";NA;NA;NA;18;NA;FALSE
"celtic seas";"lld";"anarhichas minor";"none";NA;NA;NA;0;NA;FALSE
"celtic seas";"drb";"anarhichas minor";"none";NA;NA;NA;14;NA;FALSE
"celtic seas";"lhm";"anarhichas minor";"none";NA;NA;NA;2;NA;FALSE
"celtic seas";"ptb";"anarhichas minor";"none";NA;NA;NA;8;NA;FALSE
"celtic seas";"ltl";"anarhichas minor";"none";NA;NA;NA;1;NA;FALSE
"celtic seas";"fpo";"anarhichas minor";"none";NA;NA;NA;3;NA;FALSE
"celtic seas";"sdn";"anarhichas minor";"none";NA;NA;NA;2;NA;FALSE
"oceanic northeast atlantic";"lld";"anarhichas minor";"none";NA;NA;NA;1;NA;FALSE
"oceanic northeast atlantic";"otb";"anarhichas minor";"none";NA;NA;NA;15;NA;FALSE
"oceanic northeast atlantic";"otm";"anarhichas minor";"none";NA;NA;NA;10;NA;FALSE
"baltic sea";"gns";"alosa alosa";"n_ind ~ 1";0.00101244993304978;0.000142616333692498;0.00718749977925166;412;FALSE;TRUE
"baltic sea";"fpo";"alosa alosa";"none";NA;NA;NA;61;NA;FALSE
"baltic sea";"otm";"alosa alosa";"none";NA;NA;NA;140;NA;FALSE
"baltic sea";"otb";"alosa alosa";"none";NA;NA;NA;159;NA;FALSE
"baltic sea";"fpn";"alosa alosa";"none";NA;NA;NA;19;NA;FALSE
"baltic sea";"fyk";"alosa alosa";"none";NA;NA;NA;40;NA;FALSE
"baltic sea";"lls";"alosa alosa";"none";NA;NA;NA;8;NA;FALSE
"baltic sea";"lld";"alosa alosa";"none";NA;NA;NA;21;NA;FALSE
"baltic sea";"gtr";"alosa alosa";"none";NA;NA;NA;73;NA;FALSE
"baltic sea";"ptm";"alosa alosa";"none";NA;NA;NA;9;NA;FALSE
"baltic sea";"sdn";"alosa alosa";"none";NA;NA;NA;4;NA;FALSE
"baltic sea";"ssc";"alosa alosa";"none";NA;NA;NA;3;NA;FALSE
"baltic sea";"ott";"alosa alosa";"none";NA;NA;NA;1;NA;FALSE
"baltic sea";"gnd";"alosa alosa";"none";NA;NA;NA;1;NA;FALSE
"greater north sea";"otb";"alosa alosa";"n_ind ~ 1";0.00241819233185471;0.000942341688261013;0.00620544991979727;897;FALSE;TRUE
"greater north sea";"gnd";"alosa alosa";"n_ind ~ 1";0.0122019399766294;0.00147493223020367;0.100945206935173;59;FALSE;FALSE
"greater north sea";"gns";"alosa alosa";"n_ind ~ 1";0.00839239681145816;0.000594980314668861;0.118377570659918;392;FALSE;FALSE
"greater north sea";"ott";"alosa alosa";"n_ind ~ 1";0.00273462160312463;0.000465291060221625;0.016071994395753;333;FALSE;TRUE
"greater north sea";"tbb";"alosa alosa";"n_ind ~ 1";0.000485376504036378;0.00048537572759817;0.000485377280475828;307;FALSE;FALSE
"greater north sea";"otm";"alosa alosa";"none";NA;NA;NA;214;NA;FALSE
"greater north sea";"lhm";"alosa alosa";"n_ind ~ 1";0.041755935585054;0.0031605938789591;0.551655234223702;44;FALSE;FALSE
"greater north sea";"gtr";"alosa alosa";"n_ind ~ 1";0.0112324549590084;0.000449575599444947;0.280638105275112;220;FALSE;FALSE
"greater north sea";"ptm";"alosa alosa";"none";NA;NA;NA;26;NA;FALSE
"greater north sea";"sdn";"alosa alosa";"none";NA;NA;NA;52;NA;FALSE
"greater north sea";"fpo";"alosa alosa";"none";NA;NA;NA;80;NA;FALSE
"greater north sea";"lhp";"alosa alosa";"none";NA;NA;NA;43;NA;FALSE
"greater north sea";"lls";"alosa alosa";"none";NA;NA;NA;34;NA;FALSE
"greater north sea";"ps";"alosa alosa";"none";NA;NA;NA;33;NA;FALSE
"greater north sea";"drb";"alosa alosa";"none";NA;NA;NA;34;NA;FALSE
"greater north sea";"ssc";"alosa alosa";"none";NA;NA;NA;47;NA;FALSE
"greater north sea";"ptb";"alosa alosa";"n_ind ~ 1";0.0128598738001184;6.18023212125011e-05;2.67589227897027;29;FALSE;TRUE
"greater north sea";"ltl";"alosa alosa";"none";NA;NA;NA;11;NA;FALSE
"greater north sea";"fyk";"alosa alosa";"none";NA;NA;NA;10;NA;FALSE
"greater north sea";"mis";"alosa alosa";"none";NA;NA;NA;6;NA;FALSE
"greater north sea";"spr";"alosa alosa";"none";NA;NA;NA;1;NA;FALSE
"greater north sea";"gtn";"alosa alosa";"none";NA;NA;NA;1;NA;FALSE
"celtic seas";"gns";"alosa alosa";"n_ind ~ 1";0.00711227589651644;0.000864836938188837;0.0584901802808099;234;FALSE;FALSE
"celtic seas";"otb";"alosa alosa";"none";NA;NA;NA;533;NA;FALSE
"celtic seas";"gnd";"alosa alosa";"none";NA;NA;NA;21;NA;FALSE
"celtic seas";"gtr";"alosa alosa";"none";NA;NA;NA;134;NA;FALSE
"celtic seas";"ott";"alosa alosa";"none";NA;NA;NA;139;NA;FALSE
"celtic seas";"tbb";"alosa alosa";"none";NA;NA;NA;184;NA;FALSE
"celtic seas";"ssc";"alosa alosa";"none";NA;NA;NA;46;NA;FALSE
"celtic seas";"ptm";"alosa alosa";"none";NA;NA;NA;71;NA;FALSE
